205.77,5454.0
205.78,5454.0
206.14,5424.0
206.16,5425.0
206.89,5210.0
206.92,5193.0
207.27,5199.0
207.3,5178.0
207.64,5118.0
207.69,5136.0
208.02,5090.0
208.06,5049.0
208.39,5012.0
208.44,5032.0
208.77,4986.0
208.83,4994.0
209.14,4902.0
209.2,4912.0
209.53,4882.0
209.58,4893.0
209.89,4842.0
209.95,4850.0
210.27,4799.0
210.33,4766.0
210.64,4759.0
210.72,4740.0
211.02,4686.0
211.09,4693.0
211.39,4661.0
211.47,4649.0
211.77,4581.0
211.86,4568.0
212.14,4498.0
212.23,4537.0
212.52,4482.0
212.61,4493.0
212.89,4475.0
212.98,4476.0
213.27,4472.0
213.38,4457.0
213.64,4442.0
213.75,4424.0
214.02,4405.0
214.12,4383.0
214.39,4367.0
214.5,4342.0
214.77,4329.0
214.89,4309.0
216.03,3406.0
216.27,3392.0
216.41,3398.0
216.64,3391.0
216.78,3385.0
217.02,3387.0
217.16,3376.0
217.38,3380.0
217.55,3370.0
217.75,3375.0
217.92,3368.0
218.12,3369.0
218.3,3369.0
218.5,3368.0
218.69,3375.0
218.88,3379.0
219.06,3390.0
219.25,3412.0
220.19,3870.0
220.38,3849.0
220.56,3856.0
220.73,3836.0
220.94,3826.0
221.11,3810.0
221.31,3799.0
221.48,3785.0
221.7,3778.0
221.86,3762.0
222.08,3752.0
222.23,3740.0
222.45,3723.0
222.61,3717.0
222.83,3698.0
222.98,3694.0
223.2,3679.0
223.36,3673.0
223.59,3658.0
223.73,3649.0
223.95,3637.0
224.11,3628.0
224.33,3618.0
224.47,3605.0
224.72,3592.0
224.84,3578.0
225.09,3565.0
225.22,3561.0
225.47,3547.0
225.59,3547.0
225.84,3528.0
225.97,3521.0
226.22,3509.0
226.34,3495.0
226.59,3490.0
226.72,3476.0
226.97,3469.0
227.11,3456.0
227.34,3449.0
227.47,3441.0
227.73,3431.0
227.84,3425.0
228.11,3413.0
228.2,3404.0
228.48,3392.0
228.58,3387.0
228.86,3373.0
228.95,3370.0
229.23,3357.0
229.33,3352.0
229.61,3342.0
229.7,3338.0
229.98,3326.0
230.08,3324.0
230.36,3305.0
230.45,3305.0
230.75,3284.0
230.83,3284.0
231.12,3268.0
231.2,3268.0
231.5,3256.0
231.58,3256.0
231.88,3242.0
231.95,3243.0
232.25,3228.0
232.31,3229.0
232.62,3214.0
232.69,3217.0
233.0,3203.0
233.06,3205.0
233.38,3193.0
233.44,3186.0
233.77,3179.0
233.81,3168.0
234.14,3164.0
234.19,3156.0
234.52,3150.0
234.56,3143.0
234.89,3137.0
234.94,3128.0
235.27,3125.0
235.3,3116.0
235.64,3111.0
235.67,3108.0
236.02,3096.0
236.05,3097.0
236.41,3084.0
236.42,3085.0
236.78,3074.0
236.8,3075.0
237.16,3062.0
237.17,3066.0
237.53,3050.0
237.55,3056.0
237.91,3042.0
237.92,3043.0
238.28,3033.0
238.28,3033.0
238.66,3022.0
238.66,3026.0
239.03,3016.0
239.06,3014.0
239.41,2999.0
239.42,3008.0
239.78,2984.0
239.8,2996.0
240.16,2976.0
240.17,2980.0
240.53,2968.0
240.55,2969.0
240.91,2959.0
240.92,2964.0
241.27,2950.0
241.3,2955.0
241.64,2941.0
241.69,2941.0
242.02,2935.0
242.06,2927.0
242.39,2928.0
242.44,2921.0
242.77,2920.0
242.81,2916.0
243.14,2892.0
243.52,2789.0
243.56,2772.0
243.89,2770.0
243.95,2761.0
244.25,2750.0
244.33,2747.0
244.62,2745.0
244.7,2740.0
245.0,2735.0
245.08,2735.0
245.39,2725.0
245.45,2730.0
245.75,2719.0
245.83,2725.0
246.12,2725.0
246.2,2734.0
246.5,2756.0
246.59,2764.0
246.88,2795.0
246.97,2799.0
247.25,2813.0
247.34,2814.0
247.62,2813.0
247.72,2813.0
248.0,2808.0
248.09,2808.0
248.38,2801.0
248.47,2796.0
248.75,2794.0
248.86,2787.0
249.12,2790.0
249.23,2786.0
249.52,2785.0
249.61,2786.0
249.89,2776.0
250.0,2780.0
250.27,2767.0
250.38,2772.0
250.64,2764.0
250.75,2770.0
251.02,2762.0
251.14,2767.0
251.39,2757.0
251.52,2761.0
251.77,2753.0
251.91,2755.0
252.16,2752.0
252.28,2755.0
252.53,2747.0
252.66,2746.0
252.91,2741.0
253.05,2738.0
253.66,2852.0
253.83,2873.0
255.17,3652.0
255.33,3640.0
255.55,3649.0
255.72,3639.0
255.94,3643.0
256.09,3640.0
256.3,3641.0
256.47,3643.0
256.67,3653.0
260.08,6306.0
260.28,6302.0
260.45,6302.0
260.67,6300.0
260.83,6294.0
261.05,6294.0
261.2,6288.0
261.44,6289.0
261.58,6285.0
261.81,6282.0
261.97,6281.0
262.19,6278.0
262.33,6277.0
262.58,6275.0
262.7,6276.0
262.97,6268.0
263.08,6271.0
263.34,6262.0
263.45,6258.0
263.72,6258.0
263.83,6250.0
264.11,6251.0
264.2,6251.0
264.48,6250.0
264.58,6254.0
264.86,6256.0
264.95,6256.0
265.23,6258.0
265.33,6258.0
265.62,6259.0
265.7,6261.0
266.0,6259.0
266.08,6261.0
266.38,6264.0
266.45,6263.0
266.75,6278.0
266.83,6277.0
